,dataset,algorithm,random_state,process_time,training time (s),target_noise,feature_noise,model_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
543,1199_BNG_echoMonths,SHM-GP,21575,25987.477222708,26052.83914041519,0.0,0.0,73,135.49028888639063,9.121096491994939,0.45893838715711666,139.02618069761027,9.28010087877512,0.4475167764130582
544,1199_BNG_echoMonths,SHM-GP,22118,27139.383064045,27193.624051332474,0.0,0.0,48,139.27742759328015,9.243020568840793,0.43730278191225425,141.19605433728262,9.274216847094728,0.4417082428307495
545,1199_BNG_echoMonths,SHM-GP,23654,27342.588492908,27434.934228420258,0.0,0.0,47,136.05364617417956,9.085451042104342,0.45477301225744216,142.82105439533444,9.337991142689647,0.4449882164450101
546,1199_BNG_echoMonths,SHM-GP,29802,26516.672217969,26593.56230378151,0.0,0.0,43,138.92640054438883,9.173086784123374,0.44579270796033665,136.09990115661978,9.043247163356899,0.4516914952203892
547,1199_BNG_echoMonths,SHM-GP,5390,27084.142026743,27248.149643421173,0.0,0.0,58,137.83576895359755,9.160944268980783,0.4491034179713511,136.89604897775544,9.096065245278549,0.44268655457009576
548,1199_BNG_echoMonths,SHM-GP,6265,25532.388798582,25607.99379014969,0.0,0.0,62,139.76034524471442,9.256810675136652,0.44965423979967123,135.30380643455433,9.074123718756143,0.45167039774708573
549,1199_BNG_echoMonths,SHM-GP,860,26062.275186241,26219.68293428421,0.0,0.0,64,135.72919070149504,9.062506101893026,0.45580592497224615,140.84325291274683,9.306004297079323,0.44662349880136865
600,1201_BNG_breastTumor,SHM-GP,11284,31216.100695333003,31253.420645952225,0.0,0.0,115,91.77753082501646,7.449205796179708,0.11462631295411208,95.46393267538777,7.66896588104341,0.11045832424192059
601,1201_BNG_breastTumor,SHM-GP,11964,30990.300862414,31026.201833486557,0.0,0.0,56,93.95120413589228,7.604102142133199,0.1235156738355685,94.86388982267181,7.622772272327772,0.11261759400174987
602,1201_BNG_breastTumor,SHM-GP,15795,30790.555367150002,30810.6672976017,0.0,0.0,50,96.39035745100114,7.658828545312344,0.11307700104306484,96.15947226543626,7.6725161139555,0.10719773673516886
603,1201_BNG_breastTumor,SHM-GP,21575,31574.447496965,31610.23476576805,0.0,0.0,62,94.30048933278586,7.571724747418781,0.11918942231430518,95.64593258858972,7.64174409940091,0.11266159126371711
604,1201_BNG_breastTumor,SHM-GP,22118,39090.057976047996,39119.05019712448,0.0,0.0,84,96.22993613239343,7.680909028921977,0.11852767466380243,93.84476282060967,7.576660352910777,0.10857589487704511
605,1201_BNG_breastTumor,SHM-GP,23654,35143.786829467,35184.77004599571,0.0,0.0,53,95.97378728164814,7.6388718007941305,0.10483451261208077,94.9901141881046,7.645008070208716,0.11205126400830401
606,1201_BNG_breastTumor,SHM-GP,29802,31185.972893639,31219.125992536545,0.0,0.0,55,94.9517860567394,7.558680076353207,0.1144280102659837,94.58445511299017,7.5879419010518525,0.110052681714361
607,1201_BNG_breastTumor,SHM-GP,5390,31372.578685937,31390.69117999077,0.0,0.0,56,94.33144751313296,7.618687979854187,0.12011913379591077,95.34843662593636,7.616124460612142,0.11192652360132871
608,1201_BNG_breastTumor,SHM-GP,6265,32067.783336762,32097.272117853165,0.0,0.0,61,96.36898039293112,7.695521487096872,0.11247043053258887,96.0882195261701,7.683885654682597,0.1088874590025829
609,1201_BNG_breastTumor,SHM-GP,860,31551.586239106,31576.496552705765,0.0,0.0,60,95.38735051987635,7.620244135451925,0.12044154492250303,94.90218433473483,7.635388585374201,0.11337701812934331
660,1203_BNG_pwLinear,SHM-GP,11284,29457.798105863,29505.193494558334,0.0,0.0,108,7.7766180245616505,2.037919239755351,0.6125420707670215,7.999067004285373,2.05504476644026,0.5997551624798478
