,dataset,algorithm,random_state,process_time,training time (s),target_noise,feature_noise,model_size,mse_train,mae_train,r2_train,mse_test,mae_test,r2_test
595,1199_BNG_echoMonths,PSTree,23654,2546.665034664,2551.3953874111176,0.0,0.0,904,135.14706617802648,9.04786423663428,0.4584060782894793,142.06062151462947,9.282397755119637,0.4479433074235829
596,1199_BNG_echoMonths,PSTree,29802,2383.9816110849997,2386.2220335006714,0.0,0.0,1119,139.00514337365692,9.296116973385773,0.44547858587839106,136.63083254251728,9.156985170028008,0.4495525208944121
597,1199_BNG_echoMonths,PSTree,5390,2352.6439660190003,2355.787899017334,0.0,0.0,882,136.87995408478344,9.121057839046445,0.45292358125900334,136.21248516747218,9.064313007188058,0.44546939092749904
598,1199_BNG_echoMonths,PSTree,6265,2270.392134682,2271.8867909908295,0.0,0.0,548,140.58880598488867,9.28892655494956,0.44639194207817523,135.66589362907163,9.111274318494232,0.45020301015036956
599,1199_BNG_echoMonths,PSTree,860,2378.153959205,2378.154825925827,0.0,0.0,390,136.4757209780295,9.124001397663642,0.45281277846323664,140.85579491279466,9.379034488654144,0.44657422098392996
650,1201_BNG_breastTumor,PSTree,11284,2641.0076533190004,2643.4838557243347,0.0,0.0,676,90.19144727484128,7.349958315429672,0.12992718919427637,94.28399413693342,7.565917194403949,0.12145309970709295
651,1201_BNG_breastTumor,PSTree,11964,2581.7638226599997,2581.9053432941437,0.0,0.0,633,91.18469710109295,7.448769435836511,0.14932481674679698,92.33781784983404,7.4808201831037495,0.13624715240560314
652,1201_BNG_breastTumor,PSTree,15795,2550.662641199,2551.544736623764,0.0,0.0,684,95.54648055238411,7.58651653605398,0.1208418216067021,95.01524919548481,7.575904952073471,0.11782139057254204
653,1201_BNG_breastTumor,PSTree,21575,2560.759547738,2562.520455121994,0.0,0.0,832,92.83360237555596,7.486864721855913,0.13289083104865052,94.42242037531672,7.570608646911823,0.12401251179961637
654,1201_BNG_breastTumor,PSTree,22118,2663.972732964,2664.886621236801,0.0,0.0,691,95.42765739601217,7.612151348111083,0.12587659883177482,92.84235156028771,7.515026104899132,0.11809772149624387
655,1201_BNG_breastTumor,PSTree,23654,2610.2136283150003,2611.906874895096,0.0,0.0,907,94.60885774159135,7.565220698369617,0.11756546604824603,93.75265974866234,7.578810086191731,0.12361874252690186
656,1201_BNG_breastTumor,PSTree,29802,2546.081817263,2546.26505279541,0.0,0.0,939,93.98538305489124,7.518884410929394,0.12344121017272569,94.24894801728041,7.56903449415693,0.11320947571117601
657,1201_BNG_breastTumor,PSTree,5390,2532.219786007,2532.62833070755,0.0,0.0,833,92.20578593455467,7.5104954954084135,0.13994633883011565,93.48510520705454,7.524748992166102,0.1292815560424072
658,1201_BNG_breastTumor,PSTree,6265,2270.881252626,2281.7619082927704,0.0,0.0,775,93.71391819061866,7.5124885915526365,0.13692276160135697,93.88631805781586,7.534769077910304,0.12930767307426416
659,1201_BNG_breastTumor,PSTree,860,2638.5863762960003,2638.7151231765747,0.0,0.0,955,94.162256847994,7.56553370844347,0.13173802701885318,95.33271067565296,7.62729544092789,0.1093548288527263
710,1203_BNG_pwLinear,PSTree,11284,2833.229100376,2833.4118473529816,0.0,0.0,654,7.631095945425454,2.028051529017091,0.6197924826120814,7.872612371033654,2.0448864890702247,0.6060825021698879
711,1203_BNG_pwLinear,PSTree,11964,2797.006276664,2798.55016541481,0.0,0.0,778,7.652888337032672,2.0144489584438974,0.6175004671164555,7.908837790637391,2.0484678454786893,0.606180994325446
712,1203_BNG_pwLinear,PSTree,15795,2794.894886372,2795.2546966075897,0.0,0.0,589,7.684609239679171,2.028484317753937,0.6194013731702338,7.835360532257404,2.057507253318949,0.6069628582073172
713,1203_BNG_pwLinear,PSTree,21575,2796.444921207,2796.4795830249786,0.0,0.0,564,7.88618203538766,2.061221816630156,0.5977123633417376,8.011190318760308,2.084386545801803,0.6033910222258577
714,1203_BNG_pwLinear,PSTree,22118,2883.890290971,2884.365988254547,0.0,0.0,519,7.811355109126835,2.0600559444427726,0.6093199482144666,7.900839098809697,2.0592509606863283,0.6039998748133821
715,1203_BNG_pwLinear,PSTree,23654,2505.778147461,2507.470998764038,0.0,0.0,703,7.889679368561332,2.0869475449721655,0.6093561757648764,8.004129120763071,2.0891941318961345,0.6006226687558431
716,1203_BNG_pwLinear,PSTree,29802,2876.625205292,2876.566363811493,0.0,0.0,591,7.9997407929745705,2.095525695581579,0.6016436942282395,8.02512046433489,2.1055620870975056,0.5950989677627473
717,1203_BNG_pwLinear,PSTree,5390,2801.670346073,2802.0106585025787,0.0,0.0,667,8.012399467732221,2.0883267883635077,0.6082860217645911,7.845740090480464,2.0658269391308393,0.6051975304853875
718,1203_BNG_pwLinear,PSTree,6265,2660.216914172,2669.006333589554,0.0,0.0,739,7.822989899154757,2.070185241065551,0.6137434086703601,7.925972694240582,2.078941586964492,0.6048645144163747
719,1203_BNG_pwLinear,PSTree,860,2793.111399087,2793.002743959427,0.0,0.0,789,7.814981592586989,2.0418684736090422,0.6176456699262957,7.957326297106065,2.0539111692762813,0.6019318807268629
770,1595_poker,PSTree,11284,2269.0012456990003,2269.143405199051,0.0,0.0,919,0.46144007612713095,0.5092718671581945,0.2325851819628295,0.4652766624595583,0.5111042928096963,0.22874064917744985
771,1595_poker,PSTree,11964,2233.346321036,2237.5866000652313,0.0,0.0,886,0.5589020902882701,0.5745823891897937,0.08935097087504684,0.5594778506451659,0.5782442501711771,0.07013229857197079
772,1595_poker,PSTree,15795,2208.047916634,2210.0000784397125,0.0,0.0,777,0.5198716389067353,0.5732987944217672,0.08511386755355677,0.5520466855852331,0.5789717567351401,0.07312750454716865
773,1595_poker,PSTree,21575,2187.4373026000003,2187.6620950698853,0.0,0.0,899,0.5615506733764287,0.5829784437892479,0.09197538044871545,0.5610046552237234,0.5847752823740001,0.0661197931645714
774,1595_poker,PSTree,22118,2214.58159497,2217.8463654518127,0.0,0.0,676,0.5402076469398875,0.5674131211008304,0.10789907535281329,0.5410364602566801,0.5701677314378156,0.08290161065602408
775,1595_poker,PSTree,23654,2360.384827535,2361.1455693244934,0.0,0.0,807,0.49857276387958466,0.5326130998499601,0.16924427645424256,0.49521327273953286,0.5366270044898837,0.17163211719768767
776,1595_poker,PSTree,29802,2228.431018968,2228.4278404712677,0.0,0.0,823,0.5383475647891028,0.5661872974638349,0.09874189794999588,0.5454209444979725,0.5731471154030676,0.08916342823552215
777,1595_poker,PSTree,5390,2257.5450873269997,2257.6362392902374,0.0,0.0,672,0.559331446224603,0.5769661973915581,0.08351331806629103,0.552162174229843,0.5783230335539744,0.07638030066521195
778,1595_poker,PSTree,6265,1864.6029796260002,1870.526083946228,0.0,0.0,1160,0.4906874182590876,0.5398986951632476,0.1789700746929037,0.4959858385512215,0.5449652811884477,0.17529774166422651
779,1595_poker,PSTree,860,2182.024992923,2194.150851726532,0.0,0.0,711,0.5431427188764534,0.5790651520284232,0.08389536307636547,0.5551253409649283,0.5803904337281092,0.07354236131720449
830,192_vineyard,PSTree,11284,286.107327735,287.22409439086914,0.0,0.0,343,1.878584781021454,1.0103819186440202,0.9017898036731411,8.892488311494231,2.5903319258394526,0.5136470794037136
831,192_vineyard,PSTree,11964,272.092208417,278.40046548843384,0.0,0.0,434,2.3103208579451158,1.1846049697257959,0.8684807146758043,11.25423943225857,2.6916816989771863,0.4788419060003567
832,192_vineyard,PSTree,15795,327.38726200499997,328.2245063781738,0.0,0.0,814,1.1486502345630665,0.7906292548725126,0.9478711918015688,7.917273226523357,2.359629961286397,0.13002654402961822
833,192_vineyard,PSTree,21575,297.74257416,297.86017084121704,0.0,0.0,278,1.5186024929907345,0.9682277636129507,0.9251342875994195,15.653949250259329,3.4191479243442204,-0.08134781250514078
834,192_vineyard,PSTree,22118,268.383197661,268.50314259529114,0.0,0.0,497,1.8486207741524425,1.0464012370153266,0.8558777929990073,20.290067868304536,3.4528220328734442,0.42605716465922405
